,diff,lwr,upr,p adj
New York Giants-Minnesota Vikings,-3.714285714,-23.65972035,16.23114892,1
Buffalo Bills-Arizona Cardinals,-0.380952381,-20.32638702,19.56448226,1
Cincinnati Bengals-Arizona Cardinals,-3.476190476,-23.42162512,16.46924416,1
Denver Broncos-Arizona Cardinals,-0.714285714,-20.65972035,19.23114892,1
Green Bay Packers-Arizona Cardinals,-2.142857143,-22.08829178,17.8025775,1
Houston Texans-Arizona Cardinals,-1.293650794,-22.05351736,19.46621577,1
Los Angeles Chargers-Arizona Cardinals,-0.857142857,-20.8025775,19.08829178,1
Minnesota Vikings-Arizona Cardinals,0.80952381,-19.13591083,20.75495845,1
New Orleans Saints-Arizona Cardinals,1.952380952,-17.99305369,21.89781559,1
New York Giants-Arizona Cardinals,-2.904761905,-22.85019654,17.04067273,1
San Francisco 49ers-Arizona Cardinals,1.904761905,-18.04067273,21.85019654,1
Seattle Seahawks-Arizona Cardinals,2.333333333,-17.61210131,22.27876797,1
Tampa Bay Buccaneers-Arizona Cardinals,1.428571429,-18.51686321,21.37400607,1
Tennessee Titans-Arizona Cardinals,3.523809524,-16.42162512,23.46924416,1
Washington Football Team-Arizona Cardinals,-0.380952381,-20.32638702,19.56448226,1
Carolina Panthers-Atlanta Falcons,3.523809524,-16.42162512,23.46924416,1
Indianapolis Colts-Atlanta Falcons,-2.857142857,-22.8025775,17.08829178,1
Los Angeles Rams-Baltimore Ravens,0.380952381,-19.56448226,20.32638702,1
Philadelphia Eagles-Baltimore Ravens,-3.285714286,-23.23114892,16.65972035,1
Cincinnati Bengals-Buffalo Bills,-3.095238095,-23.04067273,16.85019654,1
Denver Broncos-Buffalo Bills,-0.333333333,-20.27876797,19.61210131,1
Green Bay Packers-Buffalo Bills,-1.761904762,-21.7073394,18.18352988,1
Houston Texans-Buffalo Bills,-0.912698413,-21.67256498,19.84716815,1
Los Angeles Chargers-Buffalo Bills,-0.476190476,-20.42162512,19.46924416,1
Miami Dolphins-Buffalo Bills,-3.571428571,-23.51686321,16.37400607,1
Minnesota Vikings-Buffalo Bills,1.19047619,-18.75495845,21.13591083,1
New Orleans Saints-Buffalo Bills,2.333333333,-17.61210131,22.27876797,1
New York Giants-Buffalo Bills,-2.523809524,-22.46924416,17.42162512,1
Pittsburgh Steelers-Buffalo Bills,-3.571428571,-23.51686321,16.37400607,1
San Francisco 49ers-Buffalo Bills,2.285714286,-17.65972035,22.23114892,1
Seattle Seahawks-Buffalo Bills,2.714285714,-17.23114892,22.65972035,1
Tampa Bay Buccaneers-Buffalo Bills,1.80952381,-18.13591083,21.75495845,1
Washington Football Team-Buffalo Bills,2.84E-14,-19.94543464,19.94543464,1
Chicago Bears-Carolina Panthers,0.80952381,-19.13591083,20.75495845,1
Cincinnati Bengals-Carolina Panthers,1.952380952,-17.99305369,21.89781559,1
Cleveland Browns-Carolina Panthers,1.095238095,-18.85019654,21.04067273,1
Green Bay Packers-Carolina Panthers,3.285714286,-16.65972035,23.23114892,1
Jacksonville Jaguars-Carolina Panthers,0.476190476,-19.46924416,20.42162512,1
Kansas City Chiefs-Carolina Panthers,0.761904762,-19.18352988,20.7073394,1
Miami Dolphins-Carolina Panthers,1.476190476,-18.46924416,21.42162512,1
New England Patriots-Carolina Panthers,1,-18.94543464,20.94543464,1
New York Giants-Carolina Panthers,2.523809524,-17.42162512,22.46924416,1
Pittsburgh Steelers-Carolina Panthers,1.476190476,-18.46924416,21.42162512,1
Cincinnati Bengals-Chicago Bears,1.142857143,-18.8025775,21.08829178,1
Cleveland Browns-Chicago Bears,0.285714286,-19.65972035,20.23114892,1
Green Bay Packers-Chicago Bears,2.476190476,-17.46924416,22.42162512,1
Houston Texans-Chicago Bears,3.325396825,-17.43446974,24.08526339,1
Jacksonville Jaguars-Chicago Bears,-0.333333333,-20.27876797,19.61210131,1
Kansas City Chiefs-Chicago Bears,-0.047619048,-19.99305369,19.89781559,1
Miami Dolphins-Chicago Bears,0.666666667,-19.27876797,20.61210131,1
New England Patriots-Chicago Bears,0.19047619,-19.75495845,20.13591083,1
New York Giants-Chicago Bears,1.714285714,-18.23114892,21.65972035,1
Pittsburgh Steelers-Chicago Bears,0.666666667,-19.27876797,20.61210131,1
Cleveland Browns-Cincinnati Bengals,-0.857142857,-20.8025775,19.08829178,1
Denver Broncos-Cincinnati Bengals,2.761904762,-17.18352988,22.7073394,1
Green Bay Packers-Cincinnati Bengals,1.333333333,-18.61210131,21.27876797,1
Houston Texans-Cincinnati Bengals,2.182539683,-18.57732688,22.94240625,1
Jacksonville Jaguars-Cincinnati Bengals,-1.476190476,-21.42162512,18.46924416,1
Kansas City Chiefs-Cincinnati Bengals,-1.19047619,-21.13591083,18.75495845,1
Los Angeles Chargers-Cincinnati Bengals,2.619047619,-17.32638702,22.56448226,1
Miami Dolphins-Cincinnati Bengals,-0.476190476,-20.42162512,19.46924416,1
New England Patriots-Cincinnati Bengals,-0.952380952,-20.89781559,18.99305369,1
New York Giants-Cincinnati Bengals,0.571428571,-19.37400607,20.51686321,1
Pittsburgh Steelers-Cincinnati Bengals,-0.476190476,-20.42162512,19.46924416,1
Washington Football Team-Cincinnati Bengals,3.095238095,-16.85019654,23.04067273,1
Denver Broncos-Cleveland Browns,3.619047619,-16.32638702,23.56448226,1
Green Bay Packers-Cleveland Browns,2.19047619,-17.75495845,22.13591083,1
Houston Texans-Cleveland Browns,3.03968254,-17.72018403,23.79954911,1
Jacksonville Jaguars-Cleveland Browns,-0.619047619,-20.56448226,19.32638702,1
Kansas City Chiefs-Cleveland Browns,-0.333333333,-20.27876797,19.61210131,1
Los Angeles Chargers-Cleveland Browns,3.476190476,-16.46924416,23.42162512,1
Miami Dolphins-Cleveland Browns,0.380952381,-19.56448226,20.32638702,1
New England Patriots-Cleveland Browns,-0.095238095,-20.04067273,19.85019654,1
New York Giants-Cleveland Browns,1.428571429,-18.51686321,21.37400607,1
Pittsburgh Steelers-Cleveland Browns,0.380952381,-19.56448226,20.32638702,1
Detroit Lions-Dallas Cowboys,-0.047619048,-19.99305369,19.89781559,1
Minnesota Vikings-Dallas Cowboys,-3.380952381,-23.32638702,16.56448226,1
New Orleans Saints-Dallas Cowboys,-2.238095238,-22.18352988,17.7073394,1
Philadelphia Eagles-Dallas Cowboys,1.952380952,-17.99305369,21.89781559,1
San Francisco 49ers-Dallas Cowboys,-2.285714286,-22.23114892,17.65972035,1
Seattle Seahawks-Dallas Cowboys,-1.857142857,-21.8025775,18.08829178,1
Tampa Bay Buccaneers-Dallas Cowboys,-2.761904762,-22.7073394,17.18352988,1
Tennessee Titans-Dallas Cowboys,-0.666666667,-20.61210131,19.27876797,1
Green Bay Packers-Denver Broncos,-1.428571429,-21.37400607,18.51686321,1
Houston Texans-Denver Broncos,-0.579365079,-21.33923165,20.18050149,1
Los Angeles Chargers-Denver Broncos,-0.142857143,-20.08829178,19.8025775,1
Miami Dolphins-Denver Broncos,-3.238095238,-23.18352988,16.7073394,1
Minnesota Vikings-Denver Broncos,1.523809524,-18.42162512,21.46924416,1
New Orleans Saints-Denver Broncos,2.666666667,-17.27876797,22.61210131,1
New York Giants-Denver Broncos,-2.19047619,-22.13591083,17.75495845,1
Pittsburgh Steelers-Denver Broncos,-3.238095238,-23.18352988,16.7073394,1
San Francisco 49ers-Denver Broncos,2.619047619,-17.32638702,22.56448226,1
Seattle Seahawks-Denver Broncos,3.047619048,-16.89781559,22.99305369,1
Tampa Bay Buccaneers-Denver Broncos,2.142857143,-17.8025775,22.08829178,1
Washington Football Team-Denver Broncos,0.333333333,-19.61210131,20.27876797,1
Minnesota Vikings-Detroit Lions,-3.333333333,-23.27876797,16.61210131,1
New Orleans Saints-Detroit Lions,-2.19047619,-22.13591083,17.75495845,1
Philadelphia Eagles-Detroit Lions,2,-17.94543464,21.94543464,1
San Francisco 49ers-Detroit Lions,-2.238095238,-22.18352988,17.7073394,1
Seattle Seahawks-Detroit Lions,-1.80952381,-21.75495845,18.13591083,1
Tampa Bay Buccaneers-Detroit Lions,-2.714285714,-22.65972035,17.23114892,1
Tennessee Titans-Detroit Lions,-0.619047619,-20.56448226,19.32638702,1
Houston Texans-Green Bay Packers,0.849206349,-19.91066022,21.60907292,1
Jacksonville Jaguars-Green Bay Packers,-2.80952381,-22.75495845,17.13591083,1
Kansas City Chiefs-Green Bay Packers,-2.523809524,-22.46924416,17.42162512,1
Los Angeles Chargers-Green Bay Packers,1.285714286,-18.65972035,21.23114892,1
Miami Dolphins-Green Bay Packers,-1.80952381,-21.75495845,18.13591083,1
Minnesota Vikings-Green Bay Packers,2.952380952,-16.99305369,22.89781559,1
New England Patriots-Green Bay Packers,-2.285714286,-22.23114892,17.65972035,1
New York Giants-Green Bay Packers,-0.761904762,-20.7073394,19.18352988,1
Pittsburgh Steelers-Green Bay Packers,-1.80952381,-21.75495845,18.13591083,1
Tampa Bay Buccaneers-Green Bay Packers,3.571428571,-16.37400607,23.51686321,1
Washington Football Team-Green Bay Packers,1.761904762,-18.18352988,21.7073394,1
Jacksonville Jaguars-Houston Texans,-3.658730159,-24.41859673,17.10113641,1
Kansas City Chiefs-Houston Texans,-3.373015873,-24.13288244,17.38685069,1
Los Angeles Chargers-Houston Texans,0.436507937,-20.32335863,21.1963745,1
Miami Dolphins-Houston Texans,-2.658730159,-23.41859673,18.10113641,1
Minnesota Vikings-Houston Texans,2.103174603,-18.65669196,22.86304117,1
New England Patriots-Houston Texans,-3.134920635,-23.8947872,17.62494593,1
New Orleans Saints-Houston Texans,3.246031746,-17.51383482,24.00589831,1
New York Giants-Houston Texans,-1.611111111,-22.37097768,19.14875546,1
Pittsburgh Steelers-Houston Texans,-2.658730159,-23.41859673,18.10113641,1
San Francisco 49ers-Houston Texans,3.198412698,-17.56145387,23.95827926,1
Seattle Seahawks-Houston Texans,3.626984127,-17.13288244,24.38685069,1
Tampa Bay Buccaneers-Houston Texans,2.722222222,-18.03764434,23.48208879,1
Washington Football Team-Houston Texans,0.912698413,-19.84716815,21.67256498,1
New York Jets-Indianapolis Colts,-1.523809524,-21.46924416,18.42162512,1
Kansas City Chiefs-Jacksonville Jaguars,0.285714286,-19.65972035,20.23114892,1
Miami Dolphins-Jacksonville Jaguars,1,-18.94543464,20.94543464,1
New England Patriots-Jacksonville Jaguars,0.523809524,-19.42162512,20.46924416,1
New York Giants-Jacksonville Jaguars,2.047619048,-17.89781559,21.99305369,1
Pittsburgh Steelers-Jacksonville Jaguars,1,-18.94543464,20.94543464,1
Miami Dolphins-Kansas City Chiefs,0.714285714,-19.23114892,20.65972035,1
New England Patriots-Kansas City Chiefs,0.238095238,-19.7073394,20.18352988,1
New York Giants-Kansas City Chiefs,1.761904762,-18.18352988,21.7073394,1
Pittsburgh Steelers-Kansas City Chiefs,0.714285714,-19.23114892,20.65972035,1
Miami Dolphins-Los Angeles Chargers,-3.095238095,-23.04067273,16.85019654,1
Minnesota Vikings-Los Angeles Chargers,1.666666667,-18.27876797,21.61210131,1
New England Patriots-Los Angeles Chargers,-3.571428571,-23.51686321,16.37400607,1
New Orleans Saints-Los Angeles Chargers,2.80952381,-17.13591083,22.75495845,1
New York Giants-Los Angeles Chargers,-2.047619048,-21.99305369,17.89781559,1
Pittsburgh Steelers-Los Angeles Chargers,-3.095238095,-23.04067273,16.85019654,1
San Francisco 49ers-Los Angeles Chargers,2.761904762,-17.18352988,22.7073394,1
Seattle Seahawks-Los Angeles Chargers,3.19047619,-16.75495845,23.13591083,1
Tampa Bay Buccaneers-Los Angeles Chargers,2.285714286,-17.65972035,22.23114892,1
Washington Football Team-Los Angeles Chargers,0.476190476,-19.46924416,20.42162512,1
Philadelphia Eagles-Los Angeles Rams,-3.666666667,-23.61210131,16.27876797,1
New England Patriots-Miami Dolphins,-0.476190476,-20.42162512,19.46924416,1
New York Giants-Miami Dolphins,1.047619048,-18.89781559,20.99305369,1
Pittsburgh Steelers-Miami Dolphins,-7.11E-14,-19.94543464,19.94543464,1
Washington Football Team-Miami Dolphins,3.571428571,-16.37400607,23.51686321,1
New Orleans Saints-Minnesota Vikings,1.142857143,-18.8025775,21.08829178,1
San Francisco 49ers-Minnesota Vikings,1.095238095,-18.85019654,21.04067273,1
Seattle Seahawks-Minnesota Vikings,1.523809524,-18.42162512,21.46924416,1
Tampa Bay Buccaneers-Minnesota Vikings,0.619047619,-19.32638702,20.56448226,1
Tennessee Titans-Minnesota Vikings,2.714285714,-17.23114892,22.65972035,1
Washington Football Team-Minnesota Vikings,-1.19047619,-21.13591083,18.75495845,1
New York Giants-New England Patriots,1.523809524,-18.42162512,21.46924416,1
Pittsburgh Steelers-New England Patriots,0.476190476,-19.46924416,20.42162512,1
San Francisco 49ers-New Orleans Saints,-0.047619048,-19.99305369,19.89781559,1
Seattle Seahawks-New Orleans Saints,0.380952381,-19.56448226,20.32638702,1
Tampa Bay Buccaneers-New Orleans Saints,-0.523809524,-20.46924416,19.42162512,1
Tennessee Titans-New Orleans Saints,1.571428571,-18.37400607,21.51686321,1
Washington Football Team-New Orleans Saints,-2.333333333,-22.27876797,17.61210131,1
Pittsburgh Steelers-New York Giants,-1.047619048,-20.99305369,18.89781559,1
Washington Football Team-New York Giants,2.523809524,-17.42162512,22.46924416,1
Tennessee Titans-Philadelphia Eagles,-2.619047619,-22.56448226,17.32638702,1
Washington Football Team-Pittsburgh Steelers,3.571428571,-16.37400607,23.51686321,1
Seattle Seahawks-San Francisco 49ers,0.428571429,-19.51686321,20.37400607,1
Tampa Bay Buccaneers-San Francisco 49ers,-0.476190476,-20.42162512,19.46924416,1
Tennessee Titans-San Francisco 49ers,1.619047619,-18.32638702,21.56448226,1
Washington Football Team-San Francisco 49ers,-2.285714286,-22.23114892,17.65972035,1
Tampa Bay Buccaneers-Seattle Seahawks,-0.904761905,-20.85019654,19.04067273,1
Tennessee Titans-Seattle Seahawks,1.19047619,-18.75495845,21.13591083,1
Washington Football Team-Seattle Seahawks,-2.714285714,-22.65972035,17.23114892,1
Tennessee Titans-Tampa Bay Buccaneers,2.095238095,-17.85019654,22.04067273,1
Washington Football Team-Tampa Bay Buccaneers,-1.80952381,-21.75495845,18.13591083,1
